,Unnamed: 0,season,episode_number,episode_title,quote,author
38795,52212,9,15,The Mugging,Where`s Chandler? I wanna wish him good luck on his first day. (Monica smiles) ... and I smelled bacon. (taking some),Joey
23094,33129,6,13,Rachel`s Sister,"Im fine. (She goes into one of those half sneezing, half-coughing fits that you get with a bad cold or flu.)",Monica
5918,12659,3,5,Frank Jr.,Which you just gave up really quickly.,Phoebe
14371,23159,4,21,The Invitation,"Yeah, I really do. Yeah, but what am I gonna do, I mean we-we both agreed that it was gonna be a two-week thing, yknow no commitment.",Ross
13205,21743,4,15,All The Rugby,"I guess Joey was right, it does nothing.",Monica
15952,24951,5,5,The Kips,(entering) Hey!,Chandler
1807,2219,1,10,The Monkey,"Ah, I`m gonna be one of his helpers. It`s just such a slap in the face, y`know?",Joey
23808,33956,6,15,"That Could Have Been, Part I & II",Is Joey Tribbiani here?,Rachel
31181,42655,7,23,Chandler And Monica`s Wedding,Phoebe found your pregnancy test in the trash.,Chandler
23700,33835,6,15,"That Could Have Been, Part I & II","Well, if it helps there were only three. So it would just be for tonight, right?",Chandler
7943,15142,3,15,Ross And Rachel Take A Break,"Yeah. Yeah, I mean what, what would we do?",Chandler
11813,20034,4,9,They`re Going To Party,I love working with designers!,Rachel
22385,32297,6,10,The Routine,"Yes, okay, oh, by the way, I just gotta say, I think it`s really nice of you that even after you`ve moved, you still keep storing that stuff for Joey!",Rachel
31829,43513,8,3,Rachel Tells...,"Oh thats all right, I have it memorized. Its 1A.",Chandler
15735,24730,5,4,Phoebe Hates PBS,(in an unenthusiastic voice) PBS Telethon.,Joey
8934,16385,3,20,The Dullhouse,"Hey, Sophie!",Rachel
7336,14343,3,12,All The Jealousy,"Oh honey, thank you, but Mark`s taking me out.",Rachel
18419,27805,5,17,Rachel`s Inadvertant Kiss,"I accidentally kissed him in the interview, and now he wants me back y`know of course, `cause `Let`s bring the girl back who kisses everybody!`",Rachel
21351,31128,6,5,Joey`s Porsche,I did it! I took care of the babies all by myself!,Phoebe
25278,35762,6,23,The Ring,Hi. Im back.,Rachel
26904,37599,7,5,The Engagement Picture,"Yeah, for you!",Joey
41618,55658,10,3,Ross`s Tan,"Well... I like how you look, what are you?",Ross
44337,58923,10,14,Princess Consuela,Mrs Hannigan?,Chandler
28484,39423,7,13,Rosita Dies,"(disappointed) Sure, do whatever you want.",Ross
39966,53574,9,20,The Soap Opera Party,It`s I just know they`re gonna be a couple of windbags wearing tweed jackets with suede elbow patches.,Ross
7995,15197,3,15,Ross And Rachel Take A Break,"No, hey, I get that, okay, I get that big time. And Im happy for ya, but Im tired of having a relationship with your answering machine! Okay, I dont know what to do anymore.",Ross
14477,23282,4,22,The Worst Best Man Ever,Thats also like the tenth time you told us.,Monica
30127,41425,7,20,Rachel`s Big Kiss,(looking around) You got me. I dont,Joey
11178,19289,4,6,The Dirty Girl,"Oh, look what we almost left. (Picks up a coffee maker)",Phoebe
17934,27240,5,15,The Girl Who Hits Joey,What the hell are doing?!!,Ross
18028,27351,5,15,The Girl Who Hits Joey,Nah-uh! I know you! Okay? I know the thoughts that you have in the head--in your head!,Chandler
8314,15589,3,16,The Morning After,(to Joey) Is that your new walk?,Chandler
3233,4307,1,18,All The Poker,(opening mail) Can you believe what a jerk Ross was being?,Rachel
28559,39527,7,13,Rosita Dies,"Because, I know what I like and what I dont like! Its not the same thing!",Joey
37885,50777,9,7,Ross`s Inappropriate Song,Yeah!,Ross
569,713,1,3,The Thumb,...Does the knuckle-cracking bother everybody?,Joey
26154,36757,7,2,Rachel`s Book,What a sweet story.,Chandler
16697,25842,5,9,Ross`s Sandwich,"(To Phoebe) Sorry I`m late, but I left late.",Rachel
29378,40541,7,16,The Truth About London,"Okay, its just weird! Okay? I dont want to be standing their saying my vows and then having the mental image of you and Monica! I-I-I needI dont know what I need. I need a walk.",Chandler
22219,32094,6,9,Ross Got High,What?,Ross
36489,49077,9,1,No One Proposes,"What, that we had a baby? Come on lets give him a little credit, although, he did eat a piece of plastic fruit earlier.",Ross
33338,45362,8,10,Monica`s Boots,"Oh hey Rach, listenHi!",Joey
20889,30602,6,3,Ross`s Denial,(entering) Hey Rach!,Ross
1087,1313,1,6,The Butt,You could do that!,Monica
43439,57852,10,10,Chandler Gets Caught,You’re just so mean to each other! And I don’t want to end up like that with Rachel. I still like you!,Phoebe
44804,59525,10,16,Rachel`s Going Away Party,Great.,Ross
36702,49306,9,2,Emma Cries,Oh Im sorry mummys so sorry go back to sleep go back to sleep. Shh. Shhh! Go back to sleep,Rachel
10549,18475,4,3,The Cuffs,Hey!! We are so in luck! Treeger said that we could have all this cool stuff from the basement. Wait right there. (Goes back into the hall),Joey
39127,52633,9,16,The Boob Job,"No, I`m sorry. Look I don`t think that`s what you wanna hear right now but I can`t help it. I love marriage.",Ross
35310,47642,8,20,The Baby Shower,"Oh my God, your mother!",Monica
35126,47404,8,18,In Massapequa,Because Im going to kill him,Phoebe
36514,49102,9,1,No One Proposes,"Oh, what beautiful lukewarm sentiment.",Phoebe
31358,42970,8,1,`I Do`,(looking at Joeys feet) Those arent eleven and a half.,Chandler
9501,17093,3,22,The Screamer,Anyone mind if I save this?,Joey
35855,48288,8,22,Rachel Is Late,"(onscreen) `I thought I knew who the enemy was, but it was you all along.`",Joey
9310,16858,3,21,The Chick And The Duck,Oh-ow!,Rachel
1437,1750,1,8,Nana Dies Twice,"Yeah, I think so, yeah.",Phoebe
26580,37212,7,4,Rachel`s Assistant,(To Chandler) Hey sweetie.,Monica
13238,21783,4,16,The Fake Party,Maybe thats because soy-burgers suck!,Chandler
6183,12989,3,6,The Flashback,"Noo!! You dont have a boyfriend because....I dont, I dont know why you dont have a boyfriend. You should have a boyfriend.",Chandler
29665,40883,7,17,The Cheap Wedding Dress,Oh you got a wedding dress? Thats great!,Chandler
10748,18736,4,4,The Ballroom Dancing,Third door on the left.,Monica
327,373,1,2,The Sonogram At The End,"Well now, how-how do you fit into this whole thing?",Rachel
7904,15096,3,15,Ross And Rachel Take A Break,Well be there.,Joey
9441,17002,3,22,The Screamer,(to Phoebe) Here you go. You can wear this. (hands her a sweater),Monica
31137,42602,7,23,Chandler And Monica`s Wedding,I know about Monica.,Chandler
77,81,1,1,Monica Gets A Roommate,"Ooh, this is a Dear Diary moment.",Chandler
21112,30840,6,4,Joey Loses His Insurance,Whats going on?,Phoebe
35399,47743,8,20,The Baby Shower,"Either, it makes no difference.",Chandler
19977,29611,5,23,In Vegas,"Oh y`know what? If you`re gonna be acting like this all night, I really, I don`t even want to be around you.",Monica
34163,46303,8,13,Chandler Takes A Bath,"(thinking) All right. Its a new day, and its just a crush, thats all! Just a little crush! All that worrying I was doing, that was crazy. Crazy! Like my friend here the bird would say, `it was cuckoo!` Everythings going to be fine. Its just a crush.",Joey
11378,19523,4,7,Chandler Crosses The Line,"Dog grooming huh? Okay, just dont make my tail too poofy.",Chandler
17872,27176,5,14,Everybody Finds Out,"Oh now, don`t give away the farm!",Phoebe
19647,29269,5,22,Joey`s Big Break,"All right. (Gets up.) I`ll uh, I`ll see you later, okay?",Ross
43978,58517,10,12,Phoebe`s Wedding,(quickly) I`ll do it.,Chandler
25235,35708,6,23,The Ring,No you dont!,Rachel
21105,30833,6,4,Joey Loses His Insurance,"Hey, will you grab me a cruller? (Joey starts to groan and get up.) Sit down! Will you go to the hospital?!",Chandler
22102,31956,6,9,Ross Got High,"(trying to act manly in front of Janine) No I dont want to play video games, Joey!",Ross
37062,49707,9,3,The Pediatrician,"Why? Why? I know it`s a little weird, but hey, he`s a great doctor, okay? He knows my medical history, and every time I go in there, he makes a big deal. `Ah look, it`s my favorite patient!`",Ross
33676,45808,8,11,Ross`s Step Forward,You hung up on the pizza place? I dont hang up on your friends.,Joey
9961,17769,3,25,At The Beach,You made a joke right? So I laughed.,Monica
11352,19488,4,7,Chandler Crosses The Line,"Yeah, I mean, you should play in public!",Rachel
30928,42343,7,23,Chandler And Monica`s Wedding,You know youve been spitting on me?!,Joey
42308,56514,10,6,Ross`s Grant,"Well, I told you I had to spend all the day clearing out stuff, so Mike could move in.",Phoebe
39876,53483,9,19,Rachel`s Dream,"Ok, ok, how many of you enjoyed the music outside? (a few people raise their hands) Ha!",Phoebe
24578,34850,6,20,Mac And C.H.E.E.S.E.,(overacting with a song this time) (singing) Gooood luck! Gooood luck! We all wish you good luuuuuuuuck!!!,Phoebe
33129,45102,8,9,The Rumor,You too!,Monica
10882,18907,4,4,The Ballroom Dancing,No-no.,Ross
7499,14559,3,12,All The Jealousy,"Honey, I love you too.",Ross
6926,13861,3,10,Rachel Quits,(puts away his wallet) And what is second prize?,Ross
3629,4755,1,20,The Evil Orthodontist,"Rachel, what`s going on? I mean isn`t this the same Barry who you left at the altar?",Monica
9718,17393,3,23,Ross`s Thing,Wow! I didnt know you guys actually used those.,Phoebe
30746,42111,7,22,Chandler`s Dad,(To Chandler) You okay?,Monica
26711,37365,7,4,Rachel`s Assistant,"Wait! Terry! WaitLookWait I-I Look, Im really sorry about before. I was an idiot thinking Im too big to audition for you. You gotta give me another chance.",Joey
32900,44810,8,8,The Stripper,"Oh no, no, Ill be there too.",Rachel
18611,28037,5,18,Rachel Smokes,Like what?,Phoebe
38055,51071,9,8,Rachel`s Other Sister,What? Are you out of your mind? Lets throw some jello on them.,Joey
1361,1644,1,7,The Blackout,"Oh, poor little Tooty is scared to death. We should find his owner.",Phoebe
28061,38933,7,10,The Huliday Armadillo,I got it!,Rachel
28457,39395,7,12,They`re Up All Night,That really was some of your best work.,Monica
37442,50183,9,5,Phoebe`s Birthday Dinner,"She spit up. Judy! She spiJudy! Look alive, Judy! (they sit down) Thank you.",Rachel
34864,47063,8,17,The Tea Leaves,What does yours say Pheebs?,Chandler
43846,58361,10,12,Phoebe`s Wedding,Strike two!,Joey
3455,4539,1,19,The Monkey Gets Away,He- he pooped in my shoe.,Monica
4229,5514,1,23,The Birth,(singing),Phoebe
18832,28308,5,19,Ross Can`t Flirt,Why not?,Phoebe
33116,45089,8,9,The Rumor,She is?,Joey
45187,59959,10,17,"The Last One, Part I & II",Her name is Erica.,Chandler
21270,31034,6,5,Joey`s Porsche,Why not?,Joey
37971,50935,9,8,Rachel`s Other Sister,PHOE-BE.,Phoebe
30412,41727,7,21,The Vows,"Hey, it`s me! I`m comin` in!",Joey
39365,52890,9,17,The Memorial Service,Really? She... she loves me?,Joey
33792,45927,8,12,Joey Dates Rachel,Why not?,Rachel
32689,44544,8,7,The Stain,I got a maid. Yay!,Chandler
19911,29545,5,23,In Vegas,"Okay, I umm, I ran into Richard yesterday and he asked me if I wanted to go for a bite and I did. The only reason I didn`t tell you is because I knew you`d get mad and I didn`t want to spoil our anniversary.",Monica
15804,24800,5,5,The Kips,"Well look, I`m just trying to focus on the `I get to see my wife,` part, all right? And not the part that makes me do this. (He takes a big swig of Pepto Bismol.)",Ross
34294,46436,8,14,The Secret Closet,"Hmm, mild discomfort. So I take it youve had one of these Braxton thingies?",Rachel
8502,15797,3,17,The Ski Trip,"Yeah, youre right.",Ross
7012,13961,3,10,Rachel Quits,"Oh my God! Yes, I would love that, oh, that is soo sweet, Joey.",Rachel
22409,32329,6,10,The Routine,Yes! (They run over to a platform),Monica
15522,24450,5,3,Hundredth,"Okay, doctor says any minute now.",Phoebe
14813,23642,4,23,Ross`s Wedding,We?!,Rachel
21697,31480,6,7,Phoebe Runs,"So uh, wha-uh, what do you do?",Ross
35704,48122,8,21,The Cooking Class,"Oh, Im totally crazy, but you-you like the food?",Monica
33615,45725,8,11,Ross`s Step Forward,"I know! I know! Why do you guys need to have this conversation?! Huh? I mean no self-respecting man would ask a woman, `So, where is this going?`",Ross
17619,26894,5,13,Joey`s Bag,Oh my God! You don`t know me at all!,Monica
38150,51461,9,10,Christmas In Tulsa,You guuuyys.,Phoebe
43553,57973,10,11,The Stripper Cries,Boss!,Ross
10464,18369,4,2,The Cat,"Oh-no, hes right.",Chandler
4703,6117,2,1,Ross`s New Girlfriend,"Yeah, but this (makes Monica`s face) isn`t the face of a person who trusts a person. Ok, this (makes Monica`s face) is the face of a person who, you know, doesn`t trust a person.",Phoebe
10782,18780,4,4,The Ballroom Dancing,They make you take an oath?,Ross
26307,36922,7,3,Phoebe`s Cookies,Why would I do that? It took three guys to get the thing in there!,Joey
42519,56791,10,7,The Home Study,"I`ll admit to the cigarettes and the magazine, but that tape is not mine.",Chandler
44271,58851,10,13,Joey Speaks French,"Yeah... Yeah, that`s true.",Ross
32805,44693,8,7,The Stain,Yknow I blame Ross for this.,Joey
32527,44317,8,6,The Halloween Party,"Ohh Oh, honey here. Take it all. (Pours the entire large bowl into her bag and closes the door.) Monica! We need more candy?",Rachel
22725,32694,6,12,The Joke,"Hey, youre not going to believe this. I made up a joke and sent it in to Playboy. They printed it!",Ross
27788,38609,7,9,All The Candy,Weee!!! (Ross pushes her and lets go.),Phoebe
34010,46149,8,13,Chandler Takes A Bath,"Yeah, why is it staring at me? I think it knows Im talking about it. (Rachel starts to peek at the file) Dont-dont youWhWhaHey!!",Ross
39794,53398,9,19,Rachel`s Dream,"No, I`m saying...",Rachel
42653,56968,10,7,The Home Study,What?,Chandler
44325,58909,10,14,Princess Consuela,(enters) Guess what? (they all look expectantly at him) I finally got that seed out of my teeth.,Joey
15849,24845,5,5,The Kips,"Well, y`know how I`m trying to work things out with Emily. Well, there`s this one thing Okay, (Rachel has her back turned to the camera, and Ross isn`t looking at her.) here goes. I made a promise that-(they cut to the other camera and Ross notices something coming out of Rachel`s nose)-Oh hey!",Ross
18390,27776,5,17,Rachel`s Inadvertant Kiss,So-so how long did that last for you and Chandler?,Phoebe
20902,30615,6,3,Ross`s Denial,"Okay, but Ross, eventually you and I are gonna be dating.",Rachel
2471,3054,1,13,The Boobies,Why? Why would I why? Why? Why? Why?,Ross
1991,2468,1,11,Mrs. Bing,"Chandler, I gotta tell you, I love your mom`s books! I love her books! I cannot get on a plane without one! I mean, this is so cool!",Rachel
45246,60025,10,17,"The Last One, Part I & II",Ah... Chick Jr.? Duck Jr.? Don`t hide from mama!,Joey
29347,40510,7,16,The Truth About London,"Oh, dude Im so sorry!",Joey
17125,26336,5,11,All The Resulutions,"What, to blind my child?",Ross
45249,60028,10,17,"The Last One, Part I & II",Yes.,Phoebe
17116,26327,5,11,All The Resulutions,I like them a lot.,Monica
23138,33182,6,13,Rachel`s Sister,"Rachel! Well, you-youre not at home, youre-youre-youre right here.",Ross
2154,2666,1,11,Mrs. Bing,"What, that`s it?",Phoebe
27123,37839,7,6,The Nap Partners,Thank you judges.,Rachel
33809,45944,8,12,Joey Dates Rachel,Because its awesome.,Chandler
37383,50113,9,5,Phoebe`s Birthday Dinner,"I would, but I bruise like a peach. Besides, yyou know, everything is gonna be fine. The babys sleeping.",Ross
27262,37987,7,7,Ross`s Library Book,Yknow what? Its gonna be okay. Yknow what? Shes probably not gonna even want to come.,Chandler
16622,25765,5,8,The Thanksgiving Flashbacks,"Look! (She puts a big, yellow pair of sunglasses on the bird.)",Monica
44063,58610,10,13,Joey Speaks French,"No, no, no, I`m sure you have a great excuse, wh-was it a hair appointment, a mani-pedi or was there a sale at Barney`s?",Ross
